"subject","median_dev_exist_rel","median_dev_new_rel"
"freetype2",1.60757528196687,0.834022499929042
"gif2png",0.866364452441059,0.50121430086409
"jsoncpp",1.19569760788183,0.843893812592069
"jasper",1.72633313225632,0.379724201874732
"readelf",1.227646255068,1.52478330243721
